    1     0.50000000E-01     0.46848379-309
    2     0.10000000E+00     0.46848379-309
    3     0.15000000E+00     0.46848379-309
    4     0.20000000E+00     0.46848379-309
    5     0.25000000E+00     0.46848379-309
