    1     0.50000000E-01     0.46528722E+00     0.47256411E+00     0.45857316E+00     0.18876344E+03     0.18832186E+03     0.18540141E+03
    2     0.10000000E+00     0.45952073E+00     0.46815255E+00     0.45137039E+00     0.18477872E+03     0.18498982E+03     0.18068550E+03
    3     0.15000000E+00     0.46003308E+00     0.46980021E+00     0.45080980E+00     0.18159475E+03     0.18239347E+03     0.17686380E+03
    4     0.20000000E+00     0.45975837E+00     0.47007077E+00     0.45011928E+00     0.17803591E+03     0.17924773E+03     0.17281288E+03
    5     0.25000000E+00     0.45518070E+00     0.46597478E+00     0.44641286E+00     0.17371796E+03     0.17533984E+03     0.16835408E+03
