    1     0.50000000E-01     0.11452858E+02     0.17576959E-01
    2     0.10000000E+00     0.11191892E+02     0.17608522E-01
    3     0.15000000E+00     0.10872601E+02     0.17761231E-01
    4     0.20000000E+00     0.10471818E+02     0.17901924E-01
    5     0.25000000E+00     0.10071241E+02     0.17977684E-01
