    1     0.50000000E-01     0.57956044E+00     0.56930104E+00     0.57757232E+00     0.57549508E+00
    2     0.10000000E+00     0.57444505E+00     0.56449759E+00     0.57186284E+00     0.57028407E+00
    3     0.15000000E+00     0.56391556E+00     0.55462048E+00     0.56046106E+00     0.55967885E+00
    4     0.20000000E+00     0.55319116E+00     0.54473803E+00     0.54846100E+00     0.54880763E+00
    5     0.25000000E+00     0.54520339E+00     0.53754630E+00     0.53874671E+00     0.54050926E+00
