    1     0.50000000E-01    -0.18078902E+00     0.29674649E-02     0.21811205E-01     0.19054176E-01    -0.21638323E+00     0.44379322E-03    -0.28148166E-02    -0.71379702E-01    -0.26537399E+00
    2     0.10000000E+00    -0.31037626E+00     0.13385719E-01     0.28161854E-01     0.32695476E-02    -0.35581313E+00     0.11962258E-01    -0.40506137E-02    -0.77647975E-01    -0.38993353E+00
    3     0.15000000E+00    -0.30979118E+00     0.23293365E-01     0.30464968E-01    -0.98402198E-02    -0.35787429E+00     0.17221911E-01    -0.63394198E-02    -0.80335977E-01    -0.38301378E+00
    4     0.20000000E+00    -0.24813432E+00     0.32523043E-01     0.34668959E-01    -0.17501257E-01    -0.29299439E+00     0.18467733E-01    -0.95791166E-02    -0.80085083E-01    -0.31372727E+00
    5     0.25000000E+00    -0.19987834E+00     0.41503592E-01     0.41037246E-01    -0.20822458E-01    -0.23499432E+00     0.20663368E-01    -0.14028581E-01    -0.78992140E-01    -0.25100313E+00
