    1     0.50000000E-01     0.48634844E+00     0.20495321E+01     0.57549508E+00
    2     0.10000000E+00     0.48191229E+00     0.20496696E+01     0.57028407E+00
    3     0.15000000E+00     0.47280452E+00     0.20503023E+01     0.55967885E+00
    4     0.20000000E+00     0.46329556E+00     0.20517415E+01     0.54880763E+00
    5     0.25000000E+00     0.45584189E+00     0.20537593E+01     0.54050926E+00
