    1     0.50000000E-01     0.29665119E-12     0.51977607E+00
    2     0.10000000E+00     0.63714705E-12     0.71345034E+00
    3     0.15000000E+00     0.96756913E-12     0.64381007E+00
    4     0.20000000E+00     0.12099484E-11     0.58174189E+00
    5     0.25000000E+00     0.13004249E-11     0.62529639E+00
